DATE,COUNTRY,STATE,CITY,SUBREGION,REGION,PERPETRATOR,INJURED,DEAD,DESCRIPTION,COORDINATES,CATEGORY,Year
7/23/2012,Iraq,,,,,Islamic State,299,116,"At least 116 people were killed in bombings and gun attacks across Iraq in a coordinated surge of violence against mostly Shi'ite Muslim targets. The deadliest attacks occurred north of Baghdad, where insurgents attacked an army post near Dhuluiya and set off at least 7 car bombs in nearby Taji, killing a total of 48 and leaving scores injured. Explosions rocked the capital's Sadr City neighborhood, as well as Kirkuk, Mosul, Samarra, Dujail, Khan Bani Saad City, Tuz Khormato and Diwaniyah. Militants also attacked various army checkpoints in the eastern Diyala Province. ","33.0955793,44.1749775","Assault,Explosion",2012
7/18/2012,Syria,Damascus Governorate,Damascus,Western Asia,Asia,Free Syrian Army,2,4,"A remotely operated bomb exploded in the National Security Building on Rawda Square in Damascus during a meeting of Cabinet ministers and senior security officials. Syrian state media reported that Minister of Defense Dawoud Rajiha was killed along with deputy vice president Hasan Turkmani and Assef Shawkat, Bashar al Assad's brother in law and deputy defense minister. Several other senior officials were seriously injured, including interior minister Mohammad Ibrahim al Shaar and the country's intelligence chief Hisham Bekhtyar, who died 2 days after the attack. The group Liwa al Islam (""The Brigade of Islam"") and the Free Syrian Army both claimed responsibility for the bombing. ","33.5130695,36.3095814",Explosion,2012
7/18/2012,Bulgaria,Burgas Province,Burgas,Eastern Europe,Europe,Hezbollah,30,6,A suicide bomber onboard a bus in Bulgaria killed 5 Israeli tourists and the bus driver. ,"42.444553,27.208264534658166",Explosion,2012
6/29/2012,China,Xinjiang,Hotan,Eastern Asia,Asia,,13,2,"On a flight between Hotan and Urumqi, 6 ethnic Uyghur men, 1 of whom allegedly professed his motivation as jihad, announced their intent to violently hijacking. In the ensuing resistance by passengers, 2 hijackers were killed, and a second 2 hospitalized; 13 passengers and crew were injured by the aluminum crutch and explosive armed hijackers, according to Chinese media. ","37.1144827,79.9200157",Explosion,2012
6/13/2012,Iraq,,,,,Islamic State,312,130,"A wave of attacks across Iraq killed 93 people and injured scores more in the country's bloodiest day since coordinated attacks in January 2011 left more than 130 dead. At least 10 bombings took place across the capital, most of them aimed at Shi'ite pilgrims celebrating a religious holiday. In the central and southern parts of the country, attacks took place in Karbala, Balad, Taji and Hillah, where 2 car bombs killed at least 22 at a local restaurant frequented by policemen. Bombings shook Kirkuk as well, including an explosion at the headquarters for Kurdish President Massoud Barzani that killed a bystander and left several others injured. Separately, unidentified gunmen shot and killed at least 3 security officers in the capital Baghdad. ","33.0955793,44.1749775","Assault,Explosion",2012
5/21/2012,Yemen,Sana'a,,Western Asia,Asia,Al Qaeda,350,120,"A suicide bomber dressed as a soldier blew himself up during a rehearsal for the annual Unity Day parade in the Yemeni capital Sana'a. At least 120 people were killed and hundreds more were injured, as several high ranking officials escaped unharmed. Al Qaeda in the Arabian Peninsula claimed responsibility for the attack. ","15.3538569,44.2058841",Explosion,2012
5/19/2012,Italy,Apulia,Brindisi,Southern Europe,Europe,,5,1,"Giovanni Vantaggiato, a 68 year old storekeeper, detonated 3 gas cylinder bombs hidden in a rubbish bin in front of the ""Morvillo Falcone"" vocational school. The attack killed 1 student and injured other 5 girls. Vantaggiato, arrested on June 8, justified his deed as a form of protest, giving generic answers. ","40.63591975,17.688443357842537",Explosion,2012
5/10/2012,Syria,Damascus Governorate,Damascus,Western Asia,Asia,Al Nusra Front,0,55,"A pair of suicide bombers detonated 2 vehicles packed more than 1,000 kilograms of explosives in front of a military intelligence building in the Syrian capital Damascus. At least 55 people died in the attack and almost 400 others were injured, as the 10 story complex lost its complete facade. The Al Nusra Front claimed responsibility for the bombing, which is the deadliest terrorist attack in the 16 month conflict and the fourth major attack in the capital. ","33.5130695,36.3095814",Explosion,2012
4/27/2012,Ukraine,,,Eastern Europe,Europe,,27,0,"At least 4 explosions hit the Ukrainian city of Dnipropetrovsk, leaving 27 people injured, including at least 9 children. No group has claimed responsibility and authorities are still searching for a motive. The city is the birthplace of jailed opposition leader Yulia Timoshenko. ","49.4871968,31.2718321",Explosion,2012
4/15/2012,Afghanistan,Kabul,,Southern Asia,Asia,Taliban,44,51,"Numerous groups of armed militants staged highly coordinated attacks in 4 Afghan provinces and the capital Kabul. Among the targets were the U.S., German, British and Russian Embassies, NATO bases, the Afghan Parliament, airports and a military academy. The siege in Kabul's heavily guarded diplomatic quarter started around 1 PM and went on for 18 hours, with at least 51 casualties confirmed. Among the dead were 8 Afghan soldiers and 4 civilians. The Afghan Taliban claimed responsibility for the assault in a statement, adding that the attacks were in revenge for the recent burning of copies of the Quran and the Kandahar massacre. Many senior officials, as well as the lone captured attacker, placed the blame on the Haqqani Network. ","34.5260109,69.1776838",Assault,2012
3/31/2012,Thailand,,,,,Patani United Liberation Organisation,321,16,"Three large bombs went off in the business district of the southern city of Yala around lunchtime, killing at least 11 and injuring more than 110 others. Separately, a powerful blast took place in a high rise hotel in the neighboring Songkhla Province. Authorities initially believed this to be a gas leak, but further investigation produced the burnt out shell of a car bomb inside the hotel's parking lot. This second attack killed at least 5 and left more than 220 wounded. ","14.8971921,100.83273",Explosion,2012
3/20/2012,Iraq,,,,,Islamic State,0,52,"A wave of attacks across the country took the lives of at least 50 people and left scores injured. Numerous car bombings and suicide attacks shook Baghdad, as well as Karbala in the south and Kirkuk in the north, among others. The Islamic State of Iraq claimed responsibility for the wave of bombings and promised to disrupt the upcoming Arab League summit. ","33.0955793,44.1749775",Explosion,2012
3/17/2012,Syria,Damascus Governorate,Damascus,Western Asia,Asia,Al Nusra Front,140,27,"Two large explosions shook the Syrian capital early in the day after car bombs were detonated in front of the aviation intelligence and criminal security departments. At least 27 people were confirmed killed and scores more injured. The government was again quick to place the blame on terrorists, while the opposition maintained that the attacks are orchestrated. The Al Nusra Front to Protect the Levant later claimed responsibility for this and several other high profile attacks. ","33.5130695,36.3095814",Explosion,2012
3/15/2012,France,Occitania,Toulouse,Western Europe,Europe,Mohammed Merah,1,3,"Mohammed Merah shot and killed 3 French paratroopers in 2 separate incidents in and around the city of Toulouse in the south of the country. On March 10 a lone paratrooper was killed in Toulouse and 5 days later 3 other soldiers were attacked near a cash machine in Montauban, 50 kilometers south of Toulouse. Merah, who drove a black motorbike, managed to kill 2 of them and critically injure the third. In all cases the soldiers were from immigrant families. ","43.6044622,1.4442469",,2012
2/27/2012,China,,,Eastern Asia,Asia,East Turkestan Islamic Movement,18,24,"At around 6 p.m. on February 28, 2012, a group of 8 Uyghur men led by religious extremist Abudukeremu Mamuti attacked pedestrians with axes and knives on a crowded street. Local police fought with Mamuti's group, ultimately killing all and capturing Mamuti. One police officer died and 4 police were injured, while 15 pedestrians died from Mamuti's assault and 14 more civilians were injured. ","35.000074,104.999927",Assault,2012
2/19/2012,Iraq,Baghdad Governorate,Baghdad,Western Asia,Asia,,26,19,"A suicide car bomber killed 19 police officers and cadets in front of a Baghdad academy in the deadliest attack in the country since 27 January. At least 26 others were injured in the blast, most of them new recruits for the security forces. ","33.3024309,44.3787992",Explosion,2012
2/13/2012,India,Delhi,New Delhi,Southern Asia,Asia,Islamic Revolutionary Guard Corps,4,0,"An Israeli diplomat's car exploded near the Indian prime minister's residence in New Delhi on Monday, injuring the wife of an embassy staff member and at least 3 other people, in what appeared to be a coordinated, 2 pronged terror attack against Israeli missions in India and Georgia. Israeli Prime Minister Benjamin Netanyahu immediately blamed the strikes on Iran and Lebanon based Hezbollah. ","28.6138954,77.2090057",Explosion,2012
2/10/2012,Syria,Aleppo Governorate,Aleppo,Western Asia,Asia,Al Nusra Front,235,28,"Two huge bombings shook the city of Aleppo, targeting the security and military headquarters in the Syrian city. Government sources and state media said the blasts were caused by 2 suicide car bombs. Among the 28 victims were 24 members of the security forces and 4 civilians, and at least 235 others were wounded. At first, deputy commander of the FSA Malik al Kurdi claimed the bombings. ","36.19924,37.1637253",Explosion,2012
1/20/2012,Nigeria,Kano,,Western Africa,Africa,Boko Haram,0,185,"Militants belonging to Boko Haram attacked Nigeria's biggest northern city Kano, freeing prisoners from police stations and bombing at least 8 government security buildings as well as churches and others in a heavily coordinated assault. The assault continued throughout the day as insurgents battled with local police and military units. The day long siege killed at least 185 and left many more injured, although the true extent of the damage will likely take days to assess. A 24 hour curfew was imposed in the sprawling city of 9 0 after the deadliest strike yet by the radical Islamic group. ","11.8948389,8.5364136","Assault,Explosion",2012
1/17/2012,Ethiopia,Afar Region,,Eastern Africa,Africa,,3,5,"Unidentified attackers shot and killed at least 5 foreign tourists and kidnapped 4 people near the Erta Ale volcano in Ethiopia's northern Afar Region. At least 3 other tourists were injured and 2 Germans were among the kidnapped together with 2 Ethiopians. The dead included 2 Germans, 2 Hungarians and 1 Austrian. The government placed the blame on ""members of a group that was trained and armed by the Eritrean government. A number of insurgent groups from Ethiopia, Eritrea and Djibouti operate in the area. ","11.7108206,41.0330866",Hostage,2012
1/14/2012,Iraq,,,,,,141,55,"A suicide bomber dressed as a policeman attacked a crowd of Shiite pilgrims and security forces at a checkpoint in the southern city of Basra, killing at least 53. At least 130 others were injured in the blast, which coincided with several other small attacks in Tikrit, Mosul and Baqubah. At least 2 were killed and 11 injured in these incidents. ","33.0955793,44.1749775",Explosion,2012
1/10/2012,Pakistan,,,Southern Asia,Asia,,50,29,"A suspected car bombing near a fueling station in Jamrud killed at least 29 and left 50 injured. The city, which lies 25km west of Peshawar, is considered the gateway to the Khyber Pass used by NATO fuel convoys to bring supplies into Afghanistan. This is the first major attack in the country in almost 4 months, an unusually quiet period in recent years. ","30.3308401,71.247499",Explosion,2012
1/7/2012,Iraq,Baghdad Governorate,Baghdad,Western Asia,Asia,,50,8,A string of shootings and bombings followed the wave of bombings 2 days earlier. Most of the attacks appeared to target Shia Muslims and there was a mortar attack directed at the Green Zone during a military parade. At least 8 were killed in 2 days of violence and dozens more were injured. ,"33.3024309,44.3787992","Assault,Explosion",2012
1/6/2012,Nigeria,Adamawa,Mubi,Western Africa,Africa,Boko Haram,0,37,"A series of shootings took place in northeastern Nigeria after a 3 day deadline by Boko Haram for all Christians to leave expired. The radical group claimed responsibility for the attacks against churches in Mubi, Gombi and Yola, as well as the shooting of a Christian couple in the insurgent stronghold of Maiduguri. Hundreds of terrified residents started fleeing the affected areas shortly after the attacks, fearing further violence. ","10.267607,13.264359",Assault,2012
